,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_beta_30h,q158_close_close_4h,q158_cntd_20h,q158_cntd_30h,q158_cntn_20h,q158_cntn_30h,q158_cntp_20h,q158_cntp_30h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imax_30h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_ma_60h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_max_60h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_min_60h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtld_30h,q158_qtlu_20h,q158_qtlu_30h,q158_rank_close_20h,q158_rank_close_30h,q158_resi_20h,q158_resi_30h,q158_roc_20h,q158_rsqr_20h,q158_rsqr_30h,q158_rsv_20h,q158_rsv_30h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_std_60h,q158_sumd_20h,q158_sumd_30h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha1,wq101_alpha10,wq101_alpha101,wq101_alpha11,wq101_alpha12,wq101_alpha13,wq101_alpha2,wq101_alpha21,wq101_alpha23,wq101_alpha24,wq101_alpha25,wq101_alpha28,wq101_alpha3,wq101_alpha30,wq101_alpha32,wq101_alpha33,wq101_alpha34,wq101_alpha35,wq101_alpha37,wq101_alpha38,wq101_alpha4,wq101_alpha40,wq101_alpha41,wq101_alpha42,wq101_alpha43,wq101_alpha44,wq101_alpha45,wq101_alpha46,wq101_alpha47,wq101_alpha49,wq101_alpha5,wq101_alpha50,wq101_alpha51,wq101_alpha52,wq101_alpha53,wq101_alpha54,wq101_alpha55,wq101_alpha6,wq101_alpha60,wq101_alpha61,wq101_alpha65,wq101_alpha68,wq101_alpha7,wq101_alpha74,wq101_alpha75,wq101_alpha77,wq101_alpha78,wq101_alpha8,wq101_alpha83,wq101_alpha85,wq101_alpha86,wq101_alpha88,wq101_alpha9,wq101_alpha92,wq101_alpha94,wq101_alpha95,wq101_alpha99,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
q158_volume_ratio_2h,,,-0.001132,-0.018125,,,0.05545,-0.022645,-0.01967,,0.021582,0.034661,0.040539,-0.002388,0.04995,-0.019419,,-0.022817,-0.025277,0.008724,-0.09401,-0.018956,,-0.003326,-0.027773,-0.02797,,-0.021898,,-0.03234,-0.014194,,-0.024671,,,-0.015001,-0.021309,-0.024672,,0.038215,-0.007499,,-0.015005,,-0.029533,,-0.022547,-0.015346,-0.133931,-0.022831,0.106011,0.07497,0.052897,-0.177399,0.003675,,-0.036739,0.023471,-0.178831,-0.093826,0.035963,0.008724,0.021495,0.007961,0.016467,-0.088702,0.042202,0.124026,-0.01372,-0.115689,-0.014525,0.018211,0.029861,0.031929,,0.01664,,0.067031,0.04738,,0.063533,,-0.039418,-0.016854,,-0.051931,,-0.014273,-0.015237,0.028996,0.038937,0.034433,0.013662,,0.047159,,-0.022636,,-0.015863,,0.023555,0.030126,,-0.020067,,0.078977,0.048981,,0.035004,,-0.027391,,0.027391,-0.027391,0.46451,0.4002,1.0,0.402433,0.3094,0.392605,-0.176603,0.176603,-0.176603,0.063503,0.071125,0.130794,-0.359606,,-0.177399,,0.065589,-0.472596,0.02207,-0.029729,0.02797,-0.008247,,-0.009077,0.03168,0.014194,0.03234,-0.028451,,-0.024908,0.036638,0.002781,0.0411,0.002105,-0.003204,,-0.039585,,0.086975,,0.054773,0.101417,-0.024807,-0.360062,,0.03248,-0.013059,-0.030375,0.017235,0.042361,0.043918,0.014146,-0.33444,0.005411,0.019071,0.019281,-0.184558,0.049001,,0.091054,,,0.161936,-0.01282,0.032972,0.097904,,,0.056702,-0.029076,0.028948,0.010488,0.020122,,,,0.008317,-0.180461,-0.001757,0.035001,0.022151,0.001223,,-0.020024,-0.022408,,-0.002105,-0.017817,,0.026146,,-0.266087,0.009735,,,,-0.007735,-0.028726,,,-0.026577,-9.3e-05,,0.048934,0.014229,0.002656,0.048998,,-0.027985,-0.003667
q158_volume_ratio_3h,,,-0.003849,-0.026892,,,0.042246,-0.023421,-0.02108,,0.007206,0.025661,0.036648,-0.009778,0.065512,-0.024386,,-0.027543,-0.024595,0.001052,-0.098701,-0.019599,,-0.005533,-0.03519,-0.028719,,-0.024642,,-0.042834,-0.016425,,-0.02568,,,-0.01661,-0.024302,-0.029456,,0.037202,-0.008119,,-0.01051,,-0.026183,,-0.025033,-0.015089,-0.123488,-0.031539,0.014552,0.112583,0.083693,-0.172387,0.013331,,-0.031058,0.025778,-0.173626,-0.098775,0.026925,0.001052,0.007272,-0.002263,0.002366,-0.086323,0.037811,0.127549,0.013481,-0.030832,-0.099305,-0.006495,0.032323,0.035825,,0.01054,,0.077606,0.058437,,0.061514,,-0.047323,-0.022851,,-0.046579,,-0.00628,-0.007765,0.000323,0.037315,0.045162,0.003289,,0.061857,,-0.024201,,-0.014948,,0.027032,0.034981,,-0.021383,,0.088788,0.064112,,-0.02464,,-0.028755,,0.028755,-0.028755,0.447636,0.271286,0.402433,1.0,0.420025,0.420191,-0.166056,0.166056,-0.166056,0.077546,0.083763,0.116357,-0.353042,,-0.172387,,0.026454,-0.473635,0.02666,-0.032973,0.028719,-0.000772,,-0.001119,0.007278,0.016425,0.042834,-0.031689,,-0.025827,0.032742,0.006574,0.031875,0.004198,-0.003817,,-0.043541,,0.091699,,0.059024,0.092445,-0.027471,-0.353529,,0.045452,-0.021192,-0.033862,0.017076,0.06292,-0.026857,0.002031,-0.476323,0.002502,0.032273,0.018594,-0.212005,0.031098,,0.052063,,,0.189293,-0.015028,0.05707,0.087126,,,0.088548,-0.023682,0.032979,0.004266,0.014993,,,,0.006672,-0.165505,-0.00173,-0.001039,0.025347,-0.000478,,-0.014285,-0.008257,,-0.005232,0.028917,,0.051707,,-0.255497,0.003729,,,,0.000783,0.009352,,,-0.025476,-0.001548,,0.067262,0.004954,0.005718,0.067037,,-0.022491,-0.001815
q158_volume_ratio_4h,,,-0.002816,-0.014858,,,0.05078,-0.025766,-0.023848,,-0.005771,0.017987,0.037172,-0.012964,0.082181,-0.026345,,-0.040909,-0.025951,-0.008111,-0.110668,-0.027298,,-0.002766,-0.042625,-0.032455,,-0.028479,,-0.048032,-0.01501,,-0.028243,,,-0.016399,-0.023493,-0.033263,,0.013732,-0.010699,,-0.008288,,-0.028889,,-0.024935,-0.010675,-0.128516,-0.035184,0.004205,0.037197,0.129213,-0.187153,0.027388,,-0.017084,0.025822,-0.18879,-0.110923,0.019312,-0.008111,-0.005774,-0.010686,-0.01216,-0.098495,0.038825,0.144327,0.039284,0.00075,-0.028884,-0.091787,0.036892,0.040394,,0.008107,,0.08902,0.07141,,0.028555,,-0.048954,-0.025775,,-0.01611,,0.002577,0.001591,0.007076,0.013714,0.048241,-0.011492,,0.080296,,-0.028358,,-0.016773,,0.0307,0.042886,,-0.02416,,0.092737,0.081013,,-0.109429,,-0.031317,,0.031317,-0.031317,0.50115,0.248651,0.3094,0.420025,1.0,0.425683,-0.187835,0.187835,-0.187835,0.075024,0.092228,0.038903,-0.391736,,-0.187153,,-0.086388,-0.464609,0.030706,-0.029065,0.032455,0.00854,,0.009028,0.015214,0.01501,0.048032,-0.033182,,-0.027933,0.02867,0.002226,0.025439,0.005638,-0.004908,,-0.043363,,0.05554,,0.067813,0.020929,-0.027144,-0.392258,,0.060888,-0.018466,-0.041255,0.019593,0.059368,-0.097358,-0.007445,-0.346499,0.007536,0.032574,0.037033,-0.248907,0.031149,,0.007012,,,0.122529,-0.001483,0.023076,0.063661,,,0.051641,-0.038505,0.027279,0.009392,0.000311,,,,0.006939,-0.161204,-0.000623,-0.054999,0.02985,-0.001125,,-0.007504,0.005975,,-0.003967,0.043517,,0.063493,,-0.250314,-0.013677,,,,-0.001091,0.022055,,,9.4e-05,0.000225,,0.075864,0.001943,0.005674,0.076308,,-0.026246,-0.000321
q158_vstd_20h,,,0.03997,-0.015451,,,0.121434,-0.025176,-0.033699,,0.005421,0.022003,0.035011,-0.020271,0.203896,-0.060451,,-0.1522,-0.020658,0.001084,-0.115446,-0.015957,,-0.023802,-0.067577,-0.047111,,-0.057733,,-0.029866,-0.03441,,-0.041545,,,-0.039829,-0.040267,-0.074482,,0.014909,-0.006234,,-0.027723,,-0.039957,,-0.04129,0.006495,-0.139009,-0.041748,-0.004531,0.018927,0.036646,-0.1938,0.130332,,0.064743,0.038049,-0.195209,-0.11583,0.024309,0.001084,0.005287,-0.002261,-0.000292,-0.104489,0.037738,0.142364,0.030614,0.002536,-0.004603,-0.002124,0.028881,0.056915,,0.005428,,0.055122,0.168463,,-0.039105,,-0.021445,-0.080366,,0.045921,,-0.006269,-0.00348,0.005743,0.015329,0.025272,0.000219,,0.101671,,-0.02846,,0.020732,,0.065874,0.006204,,-0.034194,,0.002883,0.134569,,-0.110706,,-0.053037,,0.053037,-0.053037,0.832956,0.327116,0.392605,0.420191,0.425683,1.0,-0.20907,0.20907,-0.20907,0.391423,0.288012,-0.322658,-0.392178,,-0.1938,,-0.093533,-0.461149,0.204041,-0.068856,0.047111,-0.000677,,0.003091,0.013224,0.03441,0.029866,-0.050748,,-0.03489,0.026018,-0.000805,0.024698,0.012646,-0.014385,,-0.071415,,-0.043106,,0.230309,-0.23487,-0.044017,-0.393064,,0.163016,-0.028373,-0.069422,0.018454,0.09512,-0.027844,0.001527,-0.305773,0.003214,0.050339,0.035438,-0.25819,0.024213,,0.025848,,,-0.079155,-0.006186,0.013355,0.058691,,,0.069522,-0.018398,0.053625,0.004361,0.007147,,,,-0.004842,-0.238355,-0.002887,-0.052145,0.072818,-0.003157,,-0.027132,-0.005787,,0.014026,0.018286,,-0.00473,,-0.350356,-0.007064,,,,0.020469,-0.020513,,,0.043572,2e-06,,0.109372,-0.027542,-0.071821,0.288848,,-0.02388,-0.02916
q158_vsumd_20h,,,-0.077043,-0.01704,,,0.013955,0.070767,0.06332,,0.008138,-0.049331,-0.050017,0.065233,0.034198,0.096484,,0.049316,-0.108894,0.036054,0.240715,0.031073,,0.029954,0.11589,0.122725,,0.127754,,0.109007,0.059021,,0.09282,,,0.067744,0.067431,0.091738,,-0.074962,0.072832,,-0.06912,,0.069922,,0.066756,0.065953,0.295045,0.076096,-0.002986,-0.037332,-0.058841,0.430546,-0.193787,,-0.071062,-0.071211,0.435032,0.240155,-0.049624,0.036054,0.008088,0.030358,0.007361,0.242738,-0.050386,-0.330605,-0.142114,-0.103951,-0.099828,-0.097429,-0.089954,-0.104726,,-0.062566,,0.122591,0.03989,,0.187289,,-0.231259,-0.173403,,-0.277376,,-0.018628,-0.045649,-0.062333,-0.07478,-0.082289,-0.139449,,-0.055319,,0.069506,,0.034717,,-0.101991,0.054876,,0.063297,,0.247293,0.153947,,0.342713,,0.089625,,-0.089625,0.089625,-0.401789,-0.162496,-0.176603,-0.166056,-0.187835,-0.20907,1.0,-1.0,1.0,0.195782,0.189931,0.496721,0.655725,,0.430546,,0.343588,0.730472,0.129501,0.051643,-0.122725,-0.036368,,-0.069207,-0.08791,-0.059021,-0.109007,0.084822,,0.075249,-0.019619,-0.014346,-0.024047,0.000597,0.036841,,0.075966,,0.24788,,0.204294,0.274799,0.065469,0.655285,,0.099156,0.029701,0.085232,-0.05332,-0.117955,0.009692,0.015237,0.248367,-0.020141,0.018535,-0.020414,0.22971,-0.059594,,-0.062587,,,0.247112,-0.028563,-0.049827,-0.062935,,,-0.125283,-0.029499,-0.107303,-0.036831,0.029338,,,,-0.021211,0.317566,-0.013474,-0.029159,-0.001996,-0.008418,,0.01965,0.008655,,-0.04616,-0.074609,,-0.002365,,0.304431,0.030037,,,,-0.058694,-0.02865,,,-0.094841,-0.015287,,-0.087102,-0.00114,-0.023414,0.183892,,0.042149,0.009791
q158_vsumn_20h,,,0.077043,0.01704,,,-0.013955,-0.070767,-0.06332,,-0.008138,0.049331,0.050017,-0.065233,-0.034198,-0.096484,,-0.049316,0.108894,-0.036054,-0.240715,-0.031073,,-0.029954,-0.11589,-0.122725,,-0.127754,,-0.109007,-0.059021,,-0.09282,,,-0.067744,-0.067431,-0.091738,,0.074962,-0.072832,,0.06912,,-0.069922,,-0.066756,-0.065953,-0.295045,-0.076096,0.002986,0.037332,0.058841,-0.430546,0.193787,,0.071062,0.071211,-0.435032,-0.240155,0.049624,-0.036054,-0.008088,-0.030358,-0.007361,-0.242738,0.050386,0.330605,0.142114,0.103951,0.099828,0.097429,0.089954,0.104726,,0.062566,,-0.122591,-0.03989,,-0.187289,,0.231259,0.173403,,0.277376,,0.018628,0.045649,0.062333,0.07478,0.082289,0.139449,,0.055319,,-0.069506,,-0.034717,,0.101991,-0.054876,,-0.063297,,-0.247293,-0.153947,,-0.342713,,-0.089625,,0.089625,-0.089625,0.401789,0.162496,0.176603,0.166056,0.187835,0.20907,-1.0,1.0,-1.0,-0.195782,-0.189931,-0.496721,-0.655725,,-0.430546,,-0.343588,-0.730472,-0.129501,-0.051643,0.122725,0.036368,,0.069207,0.08791,0.059021,0.109007,-0.084822,,-0.075249,0.019619,0.014346,0.024047,-0.000597,-0.036841,,-0.075966,,-0.24788,,-0.204294,-0.274799,-0.065469,-0.655285,,-0.099156,-0.029701,-0.085232,0.05332,0.117955,-0.009692,-0.015237,-0.248367,0.020141,-0.018535,0.020414,-0.22971,0.059594,,0.062587,,,-0.247112,0.028563,0.049827,0.062935,,,0.125283,0.029499,0.107303,0.036831,-0.029338,,,,0.021211,-0.317566,0.013474,0.029159,0.001996,0.008418,,-0.01965,-0.008655,,0.04616,0.074609,,0.002365,,-0.304431,-0.030037,,,,0.058694,0.02865,,,0.094841,0.015287,,0.087102,0.00114,0.023414,-0.183892,,-0.042149,-0.009791
q158_vsump_20h,,,-0.077043,-0.01704,,,0.013955,0.070767,0.06332,,0.008138,-0.049331,-0.050017,0.065233,0.034198,0.096484,,0.049316,-0.108894,0.036054,0.240715,0.031073,,0.029954,0.11589,0.122725,,0.127754,,0.109007,0.059021,,0.09282,,,0.067744,0.067431,0.091738,,-0.074962,0.072832,,-0.06912,,0.069922,,0.066756,0.065953,0.295045,0.076096,-0.002986,-0.037332,-0.058841,0.430546,-0.193787,,-0.071062,-0.071211,0.435032,0.240155,-0.049624,0.036054,0.008088,0.030358,0.007361,0.242738,-0.050386,-0.330605,-0.142114,-0.103951,-0.099828,-0.097429,-0.089954,-0.104726,,-0.062566,,0.122591,0.03989,,0.187289,,-0.231259,-0.173403,,-0.277376,,-0.018628,-0.045649,-0.062333,-0.07478,-0.082289,-0.139449,,-0.055319,,0.069506,,0.034717,,-0.101991,0.054876,,0.063297,,0.247293,0.153947,,0.342713,,0.089625,,-0.089625,0.089625,-0.401789,-0.162496,-0.176603,-0.166056,-0.187835,-0.20907,1.0,-1.0,1.0,0.195782,0.189931,0.496721,0.655725,,0.430546,,0.343588,0.730472,0.129501,0.051643,-0.122725,-0.036368,,-0.069207,-0.08791,-0.059021,-0.109007,0.084822,,0.075249,-0.019619,-0.014346,-0.024047,0.000597,0.036841,,0.075966,,0.24788,,0.204294,0.274799,0.065469,0.655285,,0.099156,0.029701,0.085232,-0.05332,-0.117955,0.009692,0.015237,0.248367,-0.020141,0.018535,-0.020414,0.22971,-0.059594,,-0.062587,,,0.247112,-0.028563,-0.049827,-0.062935,,,-0.125283,-0.029499,-0.107303,-0.036831,0.029338,,,,-0.021211,0.317566,-0.013474,-0.029159,-0.001996,-0.008418,,0.01965,0.008655,,-0.04616,-0.074609,,-0.002365,,0.304431,0.030037,,,,-0.058694,-0.02865,,,-0.094841,-0.015287,,-0.087102,-0.00114,-0.023414,0.183892,,0.042149,0.009791
q158_wvma_20h,,,-0.026509,-0.046672,,,0.025877,0.02032,0.014909,,0.012955,-0.002735,0.004523,0.016701,0.27683,-0.013622,,-0.107283,-0.146073,0.028755,0.086292,-0.003231,,-0.040568,0.021659,0.047659,,0.020466,,0.045656,-0.013344,,-0.002403,,,0.007117,-0.024456,-0.00987,,-0.025237,0.030876,,-0.040786,,0.018045,,-0.028005,0.021062,0.097235,0.037843,0.01539,0.006513,0.000424,0.156935,0.000638,,0.018631,-0.010452,0.159488,0.085369,-0.002317,0.028755,0.012972,0.029269,0.008698,0.078121,0.004881,-0.131268,-0.084882,-0.069509,-0.062282,-0.054067,-0.028959,-0.014854,,-0.027003,,0.159647,0.190796,,0.139976,,-0.204044,-0.202914,,-0.188403,,-0.018924,-0.024047,-0.02616,-0.02556,-0.024698,-0.089916,,0.062238,,0.011877,,0.041689,,0.011719,0.063406,,0.014876,,0.244407,0.253257,,0.213789,,-0.014232,,0.014232,-0.014232,0.089425,0.046676,0.063503,0.077546,0.075024,0.391423,0.195782,-0.195782,0.195782,1.0,0.301024,0.149272,0.109771,,0.156935,,0.213151,0.214423,0.780519,-0.046258,-0.047659,-0.028125,,-0.037916,-0.043008,0.013344,-0.045656,-0.00981,,0.003755,-0.000979,-0.024386,0.004239,0.026455,0.033269,,-0.003225,,0.203857,,0.427982,-0.014874,-0.014633,0.109012,,0.278994,0.007825,-0.000396,-0.019297,-0.017564,0.023092,0.011122,0.024589,-0.023168,0.007216,0.0126,-0.035302,-0.036583,,-0.021882,,,0.199587,-0.078078,0.006004,-0.014954,,,-0.017433,-0.063543,0.001234,-0.03151,0.045369,,,,-0.033862,-0.00457,-0.009985,-0.078518,0.012405,-0.01313,,-0.007791,-0.001778,,-0.002879,-0.046752,,-0.003822,,0.065477,0.019051,,,,-0.028419,-0.062994,,,-0.040874,-0.018446,,-0.092027,-0.033623,-0.087866,0.625486,,0.014932,-0.002941
qvol_ma_ratio_20_80,,,-0.00253,-0.063512,,,-0.056147,0.088178,0.079438,,0.0112,-0.006697,0.007401,0.117444,0.343665,0.295996,,-0.290223,-0.243788,0.023503,0.184312,0.009144,,0.282883,0.211467,0.166364,,0.283922,,0.088223,0.262227,,0.185052,,,0.179647,0.134544,0.203328,,-0.046761,0.136498,,-0.114869,,0.145831,,0.130894,0.184283,0.196439,0.118465,0.082286,0.056854,0.034807,0.281337,-0.091561,,0.143685,-0.136577,0.283689,0.185406,-0.007229,0.023503,0.011132,0.013744,0.004593,0.201438,0.006828,-0.211808,-0.153779,-0.139891,-0.138336,-0.139156,-0.081428,-0.155301,,-0.037106,,0.278293,0.280734,,0.252232,,-0.373801,-0.465367,,-0.298757,,-0.013213,-0.023661,-0.034921,-0.046408,-0.059396,-0.329517,,0.039806,,0.08641,,-0.05655,,-0.217766,0.12638,,0.079747,,0.408153,0.517425,,0.314079,,0.164723,,-0.164722,0.164723,0.127891,0.04905,0.071125,0.083763,0.092228,0.288012,0.189931,-0.189931,0.189931,0.301024,1.0,0.095954,0.00285,,0.281337,,0.358691,0.05982,0.204869,0.081206,-0.166364,-0.024184,,-0.040262,-0.055639,-0.262227,-0.088223,0.165394,,0.095541,4.2e-05,0.049085,-0.002846,0.050918,0.00455,,0.135624,,0.339311,,0.723609,-0.026991,0.122862,-0.002109,,0.482156,0.070968,0.079087,-0.053818,-0.057953,0.005121,0.011838,-0.041742,-0.005846,-0.029118,-0.043861,-0.049408,-0.008342,,-0.014458,,,0.083862,-0.0509,-0.025737,0.006079,,,-0.061766,-0.060612,-0.019946,-0.013608,0.035087,,,,0.024248,0.039499,0.00049,-0.034355,-0.011237,0.007206,,0.00703,0.004538,,-0.083046,-0.075042,,-0.021561,,-0.050894,0.016081,,,,-0.000539,-0.014018,,,-0.106398,0.001114,,-0.063169,-0.034506,-0.000788,0.448466,,0.002701,0.090464
qvol_ma_ratio_5_20,,,-0.080657,-0.016006,,,0.002368,0.104206,0.099895,,0.0158,-0.022484,-0.022436,0.099797,-0.024159,0.163169,,0.065766,-0.170672,0.033316,0.220451,0.027489,,0.046446,0.205061,0.193336,,0.193717,,0.134716,0.08735,,0.144776,,,0.108231,0.095622,0.170575,,-0.076529,0.116289,,-0.112715,,0.109264,,0.095742,0.08501,0.24153,0.144312,0.088316,0.041502,-0.00855,0.357211,-0.32066,,-0.09906,-0.1286,0.360538,0.220959,-0.02299,0.033316,0.015756,0.029485,0.013786,0.219864,-0.023056,-0.277737,-0.206449,-0.185848,-0.174919,-0.159604,-0.121512,-0.166213,,-0.060186,,0.183905,-0.015884,,0.329871,,-0.327458,-0.202236,,-0.411756,,-0.020061,-0.037821,-0.057672,-0.076255,-0.095241,-0.184237,,-0.119873,,0.105579,,0.014875,,-0.1659,0.097397,,0.099858,,0.423774,0.14524,,0.475682,,0.144096,,-0.144096,0.144096,-0.492285,0.107686,0.130794,0.116357,0.038903,-0.322658,0.496721,-0.496721,0.496721,0.149272,0.095954,1.0,0.543531,,0.357211,,0.494417,0.58534,0.100421,0.073239,-0.193336,-0.034159,,-0.060391,-0.087298,-0.08735,-0.134716,0.135938,,0.113624,-0.010266,0.003197,-0.003102,0.006708,0.068819,,0.120275,,0.441246,,0.087944,0.597737,0.096054,0.541149,,0.066107,0.048491,0.138591,-0.07563,-0.104527,0.036327,0.019181,-0.005134,-0.02056,0.000848,-0.035838,0.22265,-0.038529,,0.014882,,,0.547489,-0.025352,-0.022493,0.018121,,,-0.100445,-0.083591,-0.140188,-0.021463,0.038681,,,,-0.03307,0.252591,-0.012529,0.008573,-0.026736,-0.008808,,0.028806,-0.001106,,-0.0866,-0.090127,,0.032917,,0.236127,0.007591,,,,-0.035503,-0.031921,,,-0.173472,-0.008466,,-0.102723,0.022035,-0.03465,0.167814,,0.023693,0.008622
qvol_zscore_20h,,,-0.052594,-0.003157,,,0.010533,0.085969,0.087183,,0.002875,-0.072705,-0.076867,0.070007,-0.052943,0.092132,,0.065659,-0.073567,0.031255,0.271681,0.020458,,0.019278,0.118834,0.118605,,0.117828,,0.111816,0.050217,,0.106725,,,0.076573,0.058549,0.101112,,-0.081219,0.086861,,-0.084851,,0.080949,,0.059775,0.046629,0.347462,0.065414,-0.027514,-0.066228,-0.089472,0.500444,-0.231706,,-0.070455,-0.093579,0.506075,0.271669,-0.073201,0.031255,0.002781,0.025835,0.004041,0.273255,-0.077531,-0.379621,-0.123098,-0.078839,-0.075465,-0.076817,-0.097393,-0.114418,,-0.065045,,0.046734,-0.052936,,0.156856,,-0.164132,-0.102627,,-0.244228,,-0.013963,-0.044201,-0.066924,-0.081121,-0.090307,-0.092482,,-0.118951,,0.089901,,0.036446,,-0.106077,0.014792,,0.087126,,0.158096,0.014669,,0.328608,,0.105447,,-0.105447,0.105447,-0.655746,-0.331578,-0.359606,-0.353042,-0.391736,-0.392178,0.655725,-0.655725,0.655725,0.109771,0.00285,0.543531,1.0,,0.500444,,0.320297,0.997302,0.075003,0.04269,-0.118605,-0.031521,,-0.066572,-0.089697,-0.050217,-0.111816,0.101269,,0.093051,-0.039416,-0.000708,-0.047761,-0.010762,0.035603,,0.089485,,0.199435,,0.027696,0.332967,0.061976,0.998985,,-0.00057,0.032642,0.114337,-0.070971,-0.132128,0.007608,0.015003,0.470657,-0.018645,-0.016315,-0.038742,0.407237,-0.071117,,-0.091013,,,0.218908,-0.025273,-0.079586,-0.084024,,,-0.160355,-0.015655,-0.098968,-0.029842,0.009382,,,,-0.021711,0.358467,-0.010855,-0.030705,-0.00595,-0.010755,,0.035382,0.015097,,-0.04085,-0.085867,,-0.026584,,0.532844,0.004874,,,,-0.041885,-0.029985,,,-0.090852,-0.012403,,-0.117034,0.005423,-0.038881,0.071481,,0.065929,0.00034
qvol_zscore_48h,,0.057951,,,0.014382,,,,,0.092847,,,,,,,,,,,,,,,,,0.012442,,,,,,,0.074962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.066035,,,,,-0.054877,,,,,-0.044371,,,,,,,,,,,,,,,,,,,,,,,-0.036238,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997986,,,,,,,,,,,,,,-0.015952,,,,,,,,,-0.076388,,,,,,,,,,,,,,,,,,,,,-0.048126,,,,,-0.064678,,0.015094,,,,-0.016455,,,-0.013151,,,,,,,
